Segment,Age,AGENT_FIRST_NAME,AGENT_LAST_NAME,AGENT_DOB,row_count,NPN,LICENSE_NUMBER,LICENSE_TYPE,BROKERDEALER_NAME,QUALIFICATION,CITY,STATE_REGISTERED_ARRAY,NUM_STATE_REGISTERED,EDUCATION,GENDER,HOUSE_OWNERSHIP,MAPPED_CUST_ID,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,OCCUPATION,POSTAL_CODE,PURCHASE_HABITS_APPAREL,PURCHASE_HABITS_COMPUTERS,PURCHASE_HABITS_FITNESS,PURCHASE_HABITS_OTHERS,PURCHASE_HABITS_TRAVEL,max,REPCRD,BDFIRMCRD,INDEPENDENT_CONTRACTOR_FLAG,AUM_SELFREPORTED,AGENT_TENURE,NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS,label,NPS_FEEDBACK,NPS_SCORE,AGENT_ID,MEMBERSHIP_STATUS_DATE,AGENT_MEMBERSHIP_PROGRAM_STATUS,CHANNEL,COMPLAINTS_LAST_12_MONTHS,COMPLAINT_CATEGORY,PREMIUM_AMOUNT
Independent Agents,33,NATHAN,CASSARO,702864000000,1,18387535,2194008,Adjuster,"[""Relation Insurance Inc.""]",Adjuster - All Lines,WINDER,"[""PA"",""TN"",""DE""]",3,ASSOCIATE,F,MORTGAGE,17635008716,SINGLE,2,3,ADJUSTER,306803637,0,1,1,1,1,state,785525,72378,,1310654,9.5,3,Passive,Service was slow and the experience was frustrating.,5,17635008716,1561161600000,Visited,Email Non Nurture,2,Website,4823
Accomplished Professionals,54,JOHN,PESCITELLI,34560000000,1,808627,1044490,General Lines Agent,"[""Hilb Group""]","Life, Accident, Health & HMO",BROOKLYN,"[""MD""]",1,HIGH_SCHOOL,M,OWN,17781405489,MARRIED,2,1,MANAGER,11234,0,1,1,0,1,state,697084,98946,1,0,16,6,Detractor,My request to update beneficiaries took weeks to process.,2,17781405489,1736035200000,Registered,Search,4,Service,4114
Independent Agents,31,RASHAD,YOUNG,756864000000,1,19042718,2379450,Adjuster,"[""Highstreet Insurance Partners""]",Adjuster - All Lines,DALLAS,"[""MD"",""SD"",""TN"",""DC""]",4,ASSOCIATE,F,MORTGAGE,17791405617,MARRIED,0,0,AGENT,752095332,0,1,1,1,0,state,576339,24173,1,0,14.9,7,Passive,"Renewal reminders are appreciated, but online portal is basic.",7,17791405617,1562544000000,Registered,Web Content,11,Billing,4462
Independent Agents,27,ANA,PERSIA,886723200000,1,21448873,3288586,Pers Lines Prop and Cas Agent,"[""IMA""]",Personal Lines Prop and Cas,LAND O LAKES,"[""IN"",""MS"",""WV"",""AL""]",4,MASTER,M,OTHER,17855806092,SINGLE,1,3,ADJUSTER,34638,1,1,0,0,1,state,570425,75214,,0,15.1,6,Detractor,Have to chase the company for every small update.,4,17855806092,1528329600000,Attended,Email Non Nurture,0,,4100
Independent Agents,57,LATONYA,MARTIN,-51494400000,1,20241355,2820420,General Lines Agent,"[""Keystone Agency Partners LLC""]","Life, Accident, Health & HMO",FATE,"[""WY"",""VT"",""RI""]",3,HIGH_SCHOOL,M,OTHER,17920354710,DIVORCED,2,4,MANAGER,751895067,0,1,1,0,0,state,760573,45971,,8898852,1.5,6,Detractor,Unexpected policy lapses due to hidden rules.,1,17920354710,1759795200000,Visited,Referral,0,,3765
Independent Agents,28,DENNIS,DUARTE,854064000000,1,7823889,2466243,General Lines Agent,"[""Energy Insurance Agency""]","Life, Accident, Health & HMO",SCOTTSDALE,"[""IA"",""NM"",""CT"",""IL""]",4,DOCTORATE,M,MORTGAGE,17962506756,MARRIED,3,3,CONSULTANT,85260,1,1,1,0,1,state,470281,28917,,8673299,7.9,3,Detractor,Difficult to get in touch with anyone after filing a claim.,0,17962506756,1679011200000,Visited,Search,0,,3352
Independent Agents,38,DARLENE,ACOSTA,525916800000,1,18880857,3364829,Adjuster,"[""The Daniel and Henry Company""]",Adjuster - P&C,WALNUT,"[""TN"",""WA"",""OH"",""OR""]",4,BACHELOR,M,OTHER,18019128511,WIDOWED,0,0,AGENT,91789,1,0,0,1,1,state,742322,21913,1,39467080,20.3,6,Detractor,Rep was rude and unhelpful when I called for assistance.,3,18019128511,1735948800000,Visited,Search,7,Sales,4036
Independent Agents,25,CHRISTIAN,WILLISON,943660800000,1,21584212,3332393,Pers Lines Prop and Cas Agent,"[""Acrisure LLC""]",Personal Lines Prop and Cas,BOSTON,"[""ND""]",1,MASTER,F,OTHER,18019867436,MARRIED,2,3,AGENT,021165066,0,1,1,1,0,state,460180,81869,1,0,9,6,Detractor,Unexpected policy lapses due to hidden rules.,3,18019867436,1525737600000,Attended,Referral,0,,3780
Independent Agents,59,JEREMY,MENDENHALL,-113788800000,1,18937919,2992916,Adjuster,"[""Hausmann Group""]",Adjuster - All Lines,BALKO,"[""AK"",""VA"",""AR""]",3,DOCTORATE,F,OWN,18042723839,MARRIED,3,1,SERVICE,73931,0,1,0,1,1,state,412770,11850,,9821460,13.3,13,Promoter,Clear documentation and user-friendly website.,9,18042723839,1747008000000,Attended,Email Non Nurture,10,Policy,5715
Independent Agents,59,MEGAN,GORDON,-109728000000,1,16212803,1684328,General Lines Agent,"[""Crest Insurance Group""]","Life, Accident, Health & HMO",HIGHLAND VILLAGE,"[""SD"",""WA""]",2,BACHELOR,M,RENT,18080813921,SINGLE,3,4,ADJUSTER,750773107,0,0,1,0,1,state,432672,63748,,34383298,19.3,0,Detractor,Customer service lines are always busy and staff rarely follow up.,4,18080813921,1621900800000,Registered,Web Content,7,Policy,3649
Independent Agents,28,MARCELINO,BARRERA,859161600000,1,21053514,3124191,Adjuster,"[""The Liberty Company Insurance Brokers""]",Adjuster - All Lines,SAN ANTONIO,"[""MS"",""FL"",""ID""]",3,BACHELOR,M,RENT,18136001928,WIDOWED,2,1,AGENT,78247,0,1,1,1,1,state,977783,99124,,39623086,14.3,14,Passive,"My questions were answered, but agent was a bit formal.",8,18136001928,1740787200000,Visited,Search,1,Billing,4301
Independent Agents,38,CHRISTOPHER,GERRISH,537926400000,1,1259557,863802,General Lines Agent,"[""Haas & Wilkerson Insurance""]","Life, Accident, Health & HMO",FRISCO,"[""CA"",""RI"",""PA""]",3,DOCTORATE,M,OWN,18145606164,SINGLE,2,1,BROKER,75034,1,1,1,0,0,state,632965,90951,,2172513,19.1,6,Detractor,Premiums increase without transparent explanations each year.,1,18145606164,1670803200000,Visited,Search,10,Policy,8647
Independent Agents,52,ANN,STERN,83376000000,1,1979745,2874175,General Lines Agent,"[""Higginbotham""]","Life, Accident, Health & HMO",FAIR LAWN,"[""MA"",""DE"",""ID"",""MI""]",4,MASTER,F,RENT,18161339228,DIVORCED,2,2,SERVICE,074101680,0,0,0,0,0,state,157131,34035,1,7242251,19.8,9,Passive,Unexpected policy lapses due to hidden rules.,6,18161339228,1752278400000,Clicked,Event,1,Sales,4117
Independent Agents,50,JAMES,KNUDSTRUP,165110400000,1,7820624,1237494,General Lines Agent,"[""Tompkins Insurance Agencies Inc.""]","Life, Accident, Health & HMO",NEW BRAUNFELS,"[""AL""]",1,DOCTORATE,F,MORTGAGE,18284751425,DIVORCED,3,3,ADJUSTER,78130,1,1,1,1,0,state,981636,60083,1,30246080,15.2,18,Promoter,They proactively offered extra riders for critical illness without upselling.,9,18284751425,1640476800000,Sent,Paid Social,6,Billing,9800
Accomplished Professionals,56,JENNIFER,HUNTER,-12268800000,1,17825399,2059360,Escrow Officer,"[""Turner Surety & Insurance Brokerage""]",NONE,LAKEWAY,"[""AR""]",1,MASTER,F,RENT,18295153513,MARRIED,2,4,SERVICE,787340016,0,0,1,0,0,state,500918,81166,1,670117,16.1,1,Passive,Claim payout took over three months after countless follow-ups.,6,18295153513,1711929600000,Visited,Paid Social,0,,11420
Independent Agents,30,BERTHA,DEJONG,780192000000,1,8775127,1469746,General Lines Agent,"[""Rich & Cartmill Inc.""]","Life, Accident, Health & HMO",GARLAND,"[""WY""]",1,DOCTORATE,M,MORTGAGE,18312389560,SINGLE,0,3,AGENT,750412908,0,1,0,1,1,state,601918,89091,,0,2.6,6,Detractor,No update provided despite sending all relevant documents.,0,18312389560,1570233600000,Sent,Email Nurture,10,Billing,6689
Independent Agents,45,KELAINE,LITTLE,321062400000,1,20749938,3019662,Life Agent,"[""Associated Insurance Management LLC""]",Life Agent/Agency,EULESS,"[""ID"",""MD"",""VA"",""ME""]",4,ASSOCIATE,M,OWN,18338171812,DIVORCED,1,0,ADJUSTER,76039,0,0,1,0,0,state,167601,61226,,1855980,0.8,5,Detractor,"No clarity about policy renewal terms, led to missed coverage.",1,18338171812,1710806400000,Visited,Web Content,0,,3674
Independent Agents,41,SENECA,JOHNSON,448848000000,1,7594862,1270497,Adjuster,"[""INSURICA Insurance Services LLC""]",Adjuster - P&C,GRAPEVINE,"[""AL""]",1,ASSOCIATE,F,RENT,18361156061,DIVORCED,3,3,ADJUSTER,760515186,1,1,0,0,0,state,661423,44217,1,27681241,11.4,5,Detractor,Unexpected policy lapses due to hidden rules.,0,18361156061,1601683200000,Visited,Direct Mail,0,,6429
Independent Agents,33,KEVIN,PETEFISH,684892800000,1,1231284,286227,Adjuster,"[""Energy Insurance Agency""]",Adjuster - P&C,NEW ORLEANS,"[""IL"",""NY"",""SD""]",3,ASSOCIATE,M,OTHER,18372501415,WIDOWED,1,2,SERVICE,70117,1,1,0,0,1,state,864020,74706,,6085496,10,4,Passive,I was misinformed about coverage exclusions during the sales process.,6,18372501415,1706054400000,Clicked,Web Content,0,,3919
Independent Agents,36,SHANSHAN,YANG,608428800000,1,21456423,3288677,General Lines Agent,"[""Cross Insurance""]","Life, Accident, Health & HMO",MISSOURI CITY,"[""NC"",""NE"",""WV"",""PA""]",4,BACHELOR,M,OTHER,18391034342,DIVORCED,0,1,BROKER,77459,0,0,1,0,0,state,803993,95102,,5302746,12.2,6,Detractor,Delays in claim settlement left me frustrated and disappointed.,2,18391034342,1638489600000,Visited,Paid Social,2,Claims,3698
Independent Agents,43,ANTHONY,WARD,391737600000,1,20861550,3070746,General Lines Agent,"[""BroadStreet Partners Inc.""]","Life, Accident, Health & HMO",SAN MARCOS,"[""CA"",""WA""]",2,BACHELOR,M,RENT,18398283119,MARRIED,2,1,MANAGER,78666,1,1,0,1,0,state,912886,38332,1,7195582,15.7,14,Passive,"They do what they are supposed to – nothing more, nothing less.",8,18398283119,1664236800000,Sent,Web Content,0,,4617
Independent Agents,67,GISELLE,CERVANTES,-369360000000,1,19206717,2748907,General Lines Agent,"[""AssuredPartners""]",Property and Casualty,PLANTATION,"[""DC"",""CO"",""AL""]",3,BACHELOR,F,MORTGAGE,18420992288,DIVORCED,0,2,ADJUSTER,333172248,1,1,1,1,1,state,404561,99365,1,23932270,15.1,9,Passive,I was misinformed about coverage exclusions during the sales process.,5,18420992288,1758153600000,Attended,Referral,0,,4558
Emerging Experts,50,GISELLE,CERVANTES,173577600000,1,20661204,2987713,General Lines Agent,"[""EPIC Insurance Brokers & Consultants""]","Life, Accident, Health & HMO",ALBURQUERQUE,"[""TX"",""TN"",""IL""]",3,BACHELOR,F,MORTGAGE,18420992288,DIVORCED,0,2,ADJUSTER,87121,1,1,1,1,1,state,857764,24083,1,18645207,5.6,9,Passive,I was misinformed about coverage exclusions during the sales process.,5,18420992288,1758153600000,Attended,Referral,0,,5045
Comfortable retirees,63,ALEJANDRA,PEREZ,-245721600000,1,18770205,2293053,General Lines Agent,"[""OneGroup NY Inc.""]","Life, Accident, Health & HMO",MCALLEN,"[""NV""]",1,HIGH_SCHOOL,M,RENT,18457620719,DIVORCED,3,1,AGENT,78503,1,1,1,1,1,state,967211,21479,1,29171502,15.6,0,Detractor,I was misinformed about coverage exclusions during the sales process.,1,18457620719,1568592000000,Sent,Search,4,Sales,4310
Emerging Experts,42,JEFFREY,REESE,422668800000,1,19839772,2644972,Escrow Officer,"[""JMG""]",NONE,LUBBOCK,"[""MA"",""UT""]",2,DOCTORATE,F,OTHER,18508471159,SINGLE,3,4,BROKER,79401,0,0,0,0,1,state,644361,64420,,62991672,14.4,11,Promoter,Renewal process was effortless and rates remain very competitive.,10,18508471159,1717632000000,Visited,Paid Social,2,Claims,6024
Independent Agents,27,JEFFREY,REESE,872726400000,1,19334604,2934714,Life Agent,"[""World Insurance Associates LLC""]",Life Agent/Agency,CHATTANOOGA,"[""MD"",""IA""]",2,DOCTORATE,M,OTHER,18508471159,SINGLE,3,4,BROKER,37411,0,0,0,0,1,state,622119,66356,1,0,20.3,11,Promoter,Renewal process was effortless and rates remain very competitive.,10,18508471159,1717632000000,Visited,Paid Social,2,Claims,6348
Independent Agents,66,BRITTANY,POSEY,-339638400000,1,21663712,3365733,General Lines Agent,"[""Buckner Company""]",Property and Casualty,AMARILLO,"[""NV"",""TN"",""IL""]",3,BACHELOR,M,MORTGAGE,18566829057,MARRIED,1,2,ADJUSTER,79108,0,0,1,1,1,state,843135,15535,,0,5.1,3,Passive,Received all my policy documents on time. Haven't faced issues so far.,7,18566829057,1709769600000,Visited,Event,0,,4167
Independent Agents,51,DAVID,SCHROEDER,121305600000,1,8837933,1394908,General Lines Agent,"[""Lawley Insurance""]","Life, Accident, Health & HMO",DALLAS,"[""GA"",""IA"",""UT"",""MO""]",4,MASTER,M,MORTGAGE,18597220500,MARRIED,3,0,MANAGER,753820213,0,0,0,0,1,state,956881,82267,,6381789,12.9,3,Promoter,They proactively offered extra riders for critical illness without upselling.,9,18597220500,1747526400000,Registered,Search,4,Service,6633
Emerging Experts,47,DAVID,SCHROEDER,256867200000,1,1610223,1957925,General Lines Agent,"[""Hylant""]","Life, Accident, Health & HMO",ELIZABETH,"[""CO""]",1,MASTER,F,MORTGAGE,18597220500,MARRIED,3,0,MANAGER,801079507,0,0,0,0,1,state,341009,57769,,0,20,3,Promoter,They proactively offered extra riders for critical illness without upselling.,9,18597220500,1747526400000,Registered,Search,4,Service,6095
Independent Agents,29,SHAUNA,BROWN,814752000000,1,5330723,1186208,Adjuster,"[""OneDigital""]",Adjuster - All Lines,RICHARDSON,"[""HI"",""KY"",""CT"",""NJ""]",4,DOCTORATE,M,RENT,18598700333,MARRIED,1,0,AGENT,750824307,0,0,1,1,1,state,217526,61602,,6913632,4.7,6,Detractor,My request to update beneficiaries took weeks to process.,1,18598700333,1642896000000,Visited,Web Content,0,,3723
Independent Agents,58,ARTHUR,ABRAMS,-83635200000,1,21284226,3215342,General Lines Agent,"[""Houchens Insurance Group""]","Life, Accident, Health & HMO",LEWISVILLE,"[""CA"",""PA""]",2,BACHELOR,M,OWN,18725231270,SINGLE,3,0,CONSULTANT,75067,0,0,0,0,0,state,202472,38784,,4174862,6,18,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,10,18725231270,1752105600000,Sent,Referral,5,Website,5811
Independent Agents,27,PAUL,LESTI,883958400000,1,996796,1267441,General Lines Agent,"[""The MJ Companies""]","Life, Accident, Health & HMO",LOS ALTOS,"[""PA""]",1,BACHELOR,M,OTHER,18781172485,MARRIED,2,1,BROKER,940221523,1,0,0,0,1,state,831520,35108,1,0,16.8,0,Detractor,Website is confusing and lacks important policy details.,2,18781172485,1571443200000,Visited,Referral,7,Claims,3293
Comfortable retirees,62,JAMILLAH,SHAW,-206841600000,1,20311709,3276161,Adjuster,"[""Atlas Insurance Brokers LLC""]",Adjuster - All Lines,MANSFIELD,"[""VA"",""VT""]",2,HIGH_SCHOOL,F,OWN,18895690011,WIDOWED,3,4,MANAGER,760635568,1,1,1,1,0,state,659591,75844,,0,12.3,2,Promoter,Helpful reminders about pending renewals and upcoming payments.,10,18895690011,1716768000000,Visited,Paid Social,8,Sales,6959
Independent Agents,45,BRYAN,CREMEANS,323308800000,1,3823022,1444895,Adjuster,"[""James G Parker Insurance Associates""]",Adjuster - All Lines,CHICAGO,"[""NE"",""SC""]",2,HIGH_SCHOOL,F,OTHER,19043754675,MARRIED,1,1,ADJUSTER,606265484,0,0,0,1,0,state,450644,26990,,5969774,20,6,Detractor,Hard to reach anyone who could actually help.,3,19043754675,1541203200000,Registered,Paid Social,8,Claims,3719
Independent Agents,51,BRITTANY,RICHARDSON,117417600000,1,20403513,3176418,Life Agent,"[""Acrisure LLC""]",Life Agent/Agency,GLEN,"[""ID"",""IN""]",2,HIGH_SCHOOL,M,MORTGAGE,19105323981,MARRIED,0,0,BROKER,38846,0,0,0,0,1,state,587352,66144,,538651,9,6,Detractor,They keep sending repetitive marketing emails despite my opt-out.,3,19105323981,1766620800000,Registered,Referral,5,Claims,3346
Independent Agents,38,BRITTANY,RICHARDSON,541555200000,1,18817675,2910982,Adjuster,"[""James G Parker Insurance Associates""]",Adjuster - All Lines,MAYFIELD VILLAGE,"[""WY"",""IA""]",2,HIGH_SCHOOL,M,MORTGAGE,19105323981,MARRIED,0,0,BROKER,441431589,0,0,0,0,1,state,150697,22195,1,2603427,12.4,6,Detractor,They keep sending repetitive marketing emails despite my opt-out.,3,19105323981,1766620800000,Registered,Referral,5,Claims,4130
Emerging Experts,50,GERALD,JONES,149731200000,1,1617067,2937539,General Lines Agent,"[""Heffernan Insurance Brokers""]","Life, Accident, Health & HMO",COLORADO SPRINGS,"[""NJ"",""MS"",""WV""]",3,DOCTORATE,M,OWN,19149701893,WIDOWED,0,3,CONSULTANT,809031427,0,0,0,1,1,state,594378,69886,,8710130,14.7,9,Detractor,They keep sending repetitive marketing emails despite my opt-out.,4,19149701893,1728950400000,Visited,Search,7,Billing,3814
Independent Agents,32,GERALD,JONES,734313600000,1,16576681,3353715,Adjuster,"[""The Daniel and Henry Company""]",Adjuster - P&C,ALBEMARLE,"[""CT"",""HI""]",2,DOCTORATE,F,OWN,19149701893,WIDOWED,0,3,CONSULTANT,280018819,0,0,0,1,1,state,917244,97208,,5992249,14.3,9,Detractor,They keep sending repetitive marketing emails despite my opt-out.,4,19149701893,1728950400000,Visited,Search,7,Billing,4064
Independent Agents,28,STANDLEY,JEAN,871603200000,1,21245100,3371630,General Lines Agent,"[""Accession Risk Management Group""]","Life, Accident, Health & HMO",MARGATE,"[""VA"",""WV""]",2,DOCTORATE,F,OWN,19227386408,WIDOWED,3,3,ADJUSTER,33063,0,1,0,1,1,state,407449,15915,,22343093,11.6,6,Detractor,Cover for critical illness isn't what was promised on the brochure.,1,19227386408,1570838400000,Visited,Search,7,Service,3303
Independent Agents,28,ANTHONY,WYDRA,857347200000,1,21471082,3365249,General Lines Agent,"[""The Plastridge Agency Inc.""]","Life, Accident, Health & HMO",CENTERVILLE,"[""SD"",""MI"",""CT""]",3,DOCTORATE,M,OWN,19236187563,DIVORCED,0,3,SERVICE,45458,1,0,1,1,0,state,459803,48331,,38131337,4.4,9,Passive,"Some policy wording is hard to understand, but got help when I called.",7,19236187563,1754352000000,Visited,Search,0,,4712
Independent Agents,58,PRAVEEN,PINISETTI,-78969600000,1,18952704,2351160,General Lines Agent,"[""Buckner Company""]","Life, Accident, Health & HMO",CARMEL,"[""MN""]",1,DOCTORATE,M,OWN,19249079971,MARRIED,1,1,CONSULTANT,460820051,1,0,0,0,1,state,615105,76060,,33400367,3.2,13,Promoter,Love the mobile app for managing my policies on the go.,10,19249079971,1751500800000,Sent,Email Non Nurture,7,Sales,5871
Independent Agents,56,JEFFREY,WOOD,-21427200000,1,17636767,2013441,General Lines Agent,"[""Alera Group""]","Life, Accident, Health & HMO",DALLAS,"[""MI"",""DE"",""HI"",""TX""]",4,BACHELOR,M,OTHER,19252262029,MARRIED,3,2,BROKER,752483326,1,0,1,1,1,state,578321,40805,,8186728,12,14,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",9,19252262029,1696636800000,Registered,Search,4,Policy,5311
Independent Agents,56,JEFFREY,WOOD,-12355200000,1,8231955,1946502,Adjuster - DHS Texas,"[""Insurance Office of America Inc.""]",Adjuster - All Lines DHS TX,PLYMOUTH,"[""MT"",""NV"",""FL"",""WV""]",4,BACHELOR,M,OTHER,19252262029,MARRIED,3,2,BROKER,554421241,1,0,1,1,1,state,973010,15202,1,0,6,14,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",9,19252262029,1696636800000,Registered,Search,4,Policy,5976
Independent Agents,30,JEFFREY,WOOD,798336000000,1,58800,797306,General Lines Agent,"[""NavSav Insurance""]","Life, Accident, Health & HMO",ARLINGTON,"[""MN"",""LA"",""ME""]",3,BACHELOR,F,OTHER,19252262029,MARRIED,3,2,BROKER,76017,1,0,1,1,1,state,280377,23253,1,20618022,16,14,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",9,19252262029,1696636800000,Registered,Search,4,Policy,5940
Independent Agents,28,KAREN,COOK,862012800000,1,20351067,2855536,Adjuster,"[""The Liberty Company Insurance Brokers""]",Adjuster - All Lines,PHOENIX,"[""GA"",""NC"",""TN""]",3,HIGH_SCHOOL,M,OWN,19275956389,WIDOWED,0,0,BROKER,85024,1,0,1,0,1,state,815931,69110,,0,9,12,Passive,Neither dissatisfied nor excited about my experience.,7,19275956389,1598486400000,Clicked,Paid Social,7,Service,4549
Emerging Experts,41,TODD,REUS,456537600000,1,7042862,1128807,General Lines Agent,"[""C3 Risk & Insurance""]","Life, Accident, Health & HMO",BOSTON,"[""NE"",""AL""]",2,ASSOCIATE,F,OTHER,19389922378,WIDOWED,2,0,ADJUSTER,021165066,0,0,0,1,1,state,349915,37335,1,0,9,9,Promoter,Support team provided expert advice in optimizing my coverage.,10,19389922378,1709337600000,Attended,Email Nurture,10,Website,6030
Independent Agents,25,MAKAYLA,BAKER,943401600000,1,21183242,3178830,General Lines Agent,"[""Robertson Ryan Insurance""]",Property and Casualty,LUBBOCK,"[""MO"",""NY""]",2,HIGH_SCHOOL,F,OTHER,19436916528,SINGLE,1,4,AGENT,79412,1,0,0,1,0,state,490724,88878,,9634810,4,8,Passive,"No major complaints, but nothing stands out as excellent either.",7,19436916528,1740700800000,Sent,Referral,0,,6563
Independent Agents,30,JORGE,COOPER,806457600000,1,18558505,2230341,General Lines Agent,"[""ALKEME""]","Life, Accident, Health & HMO",EL PASO,"[""KY"",""WA"",""IA""]",3,DOCTORATE,F,OTHER,19475356256,SINGLE,3,3,CONSULTANT,799113014,1,1,1,1,0,state,502253,89605,1,7336405,5.5,2,Detractor,Delays in claim settlement left me frustrated and disappointed.,0,19475356256,1689552000000,Sent,Referral,5,Policy,3901
Independent Agents,33,KIARA,PICKENS,696470400000,1,21240460,3196743,General Lines Agent,"[""NavSav Insurance""]","Life, Accident, Health & HMO",HOUSTON,"[""SD"",""MA"",""OR""]",3,BACHELOR,F,RENT,19501607080,DIVORCED,3,4,MANAGER,77096,0,0,0,1,0,state,529053,51532,1,31084881,15.5,6,Detractor,Very high deductibles and complicated claim filing steps.,0,19501607080,1621641600000,Visited,Multichannel Initiative,3,Sales,4199
Independent Agents,67,KRISHANGI,SUMMERS,-370656000000,1,21108959,3161243,General Lines Agent,"[""C3 Risk & Insurance""]",Property and Casualty,HIGH POINT,"[""NE"",""TX""]",2,ASSOCIATE,F,RENT,19512423156,SINGLE,0,2,AGENT,272659191,0,1,1,1,1,state,778583,86530,1,19844151,15.2,1,Passive,Standard coverage with industry average benefits.,7,19512423156,1699833600000,Visited,Referral,1,Policy,3820
Independent Agents,25,RAMONA,SUGGS-WINROW,959990400000,1,1103040,688162,General Lines Agent,"[""Bowen, Miclette & Britt Insurance Agency LLC""]",Property and Casualty,RICHARDSON,"[""WA"",""AK"",""DE""]",3,MASTER,M,RENT,19514902977,SINGLE,2,0,SERVICE,750805435,0,1,1,1,0,state,809537,81123,,0,2.1,15,Promoter,Premium discounts help us save each year. Very satisfied!,9,19514902977,1764288000000,Visited,Referral,6,Billing,6056
